season,week,player,team,position,team_dropbacks,routes,route_pct,targets
2026,2,Jaylen Warren,PIT,RB,46,32.7,0.71,0
2026,2,Kaden Wetjen,PIT,WR,46,0.0,0.0,0
2026,2,Mason Rudolph,PIT,QB,46,1.8,0.04,0
2026,2,Pat Freiermuth,PIT,TE,46,30.4,0.66,0
2026,2,Rico Dowdle,PIT,RB,46,12.0,0.26,0
2026,2,Riley Nowakowski,PIT,FB,46,1.4,0.03,0
2026,2,Robert Tonyan,PIT,TE,46,1.4,0.03,0
2026,2,Roman Wilson,PIT,WR,46,36.3,0.79,0
2026,2,Travis Homer,PIT,RB,46,1.4,0.03,0
2026,2,AJ Barner,SEA,TE,27,21.6,0.8,0
2026,2,Brady Russell,SEA,FB,27,11.9,0.44,0
2026,2,Cooper Kupp,SEA,WR,27,11.6,0.43,0
2026,2,Drew Lock,SEA,QB,27,27.0,1.0,0
2026,2,Elijah Arroyo,SEA,TE,27,5.7,0.21,0
2026,2,Emanuel Wilson,SEA,RB,27,11.1,0.41,0
2026,2,Eric Saubert,SEA,TE,27,6.5,0.24,0
2026,2,George Holani,SEA,RB,27,7.0,0.26,0
2026,2,Jadarian Price,SEA,RB,27,9.2,0.34,0
2026,2,Jaxon Smith-Njigba,SEA,WR,27,18.1,0.67,0
2026,2,Nick Kallerup,SEA,TE,27,7.3,0.27,0
2026,2,Rashid Shaheed,SEA,WR,27,15.1,0.56,0
2026,2,Tory Horton,SEA,WR,27,8.4,0.31,0
2026,2,Brayden Willis,SF,TE,25,6.2,0.25,0
2026,2,Brock Purdy,SF,QB,25,21.2,0.85,0
2026,2,Christian McCaffrey,SF,RB,25,13.0,0.52,0
2026,2,Deebo Samuel,SF,WR,25,15.0,0.6,0
2026,2,Demarcus Robinson,SF,WR,25,7.8,0.31,0
2026,2,George Kittle,SF,TE,25,12.0,0.48,0
2026,2,Jacob Cowing,SF,WR,25,11.5,0.46,0
2026,2,Jordan James,SF,RB,25,3.8,0.15,0
2026,2,Kaelon Black,SF,RB,25,8.2,0.33,0
2026,2,KhaDarel Hodge,SF,WR,25,9.5,0.38,0
2026,2,Kyle Juszczyk,SF,FB,25,11.0,0.44,0
2026,2,Luke Farrell,SF,TE,25,13.5,0.54,0
2026,2,Mac Jones,SF,QB,25,3.8,0.15,0
2026,2,Mike Evans,SF,WR,25,13.5,0.54,0
2026,2,Baker Mayfield,TB,QB,40,40.0,1.0,0
2026,2,Bauer Sharp,TB,TE,40,2.0,0.05,0
2026,2,Bucky Irving,TB,RB,40,31.2,0.78,0
2026,2,Cade Otton,TB,TE,40,35.6,0.89,0
2026,2,Chris Godwin,TB,WR,40,34.4,0.86,0
2026,2,Emeka Egbuka,TB,WR,40,34.4,0.86,0
2026,2,Jalen McMillan,TB,WR,40,4.4,0.11,0
2026,2,Kameron Johnson,TB,WR,40,0.0,0.0,0
2026,2,Kenneth Gainwell,TB,RB,40,14.0,0.35,0
2026,2,Ko Kieft,TB,TE,40,0.0,0.0,0
2026,2,Payne Durham,TB,TE,40,2.4,0.06,0
2026,2,Sean Tucker,TB,RB,40,0.0,0.0,0
2026,2,Ted Hurst,TB,WR,40,29.6,0.74,0
2026,2,Tez Johnson,TB,WR,40,11.6,0.29,0
2026,2,Calvin Ridley,TEN,WR,24,14.9,0.62,0
2026,2,Cam Ward,TEN,QB,24,24.0,1.0,0
2026,2,Carnell Tate,TEN,WR,24,18.0,0.75,0
2026,2,Chimere Dike,TEN,WR,24,1.0,0.04,0
2026,2,Daniel Bellinger,TEN,TE,24,10.8,0.45,0
2026,2,David Martin-Robinson,TEN,TE,24,3.1,0.13,0
2026,2,Elic Ayomanor,TEN,WR,24,12.7,0.53,0
2026,2,Gunnar Helm,TEN,TE,24,20.9,0.87,0
2026,2,Julius Chestnut,TEN,RB,24,0.0,0.0,0
2026,2,Nicholas Singleton,TEN,RB,24,2.6,0.11,0
2026,2,Tony Pollard,TEN,RB,24,13.2,0.55,0
2026,2,Tyjae Spears,TEN,RB,24,8.6,0.36,0
2026,2,Wan'Dale Robinson,TEN,WR,24,12.7,0.53,0
2026,2,Antonio Williams,WAS,WR,42,20.6,0.49,0
2026,2,Ben Sinnott,WAS,TE,42,28.6,0.68,0
2026,2,Colson Yankoff,WAS,TE,42,12.6,0.3,0
2026,2,Dyami Brown,WAS,WR,42,23.1,0.55,0
2026,2,Jacory Croskey-Merritt,WAS,RB,42,15.5,0.37,0
2026,2,Jayden Daniels,WAS,QB,42,23.1,0.55,0
2026,2,Jaylin Lane,WAS,WR,42,6.3,0.15,0
2026,2,John Bates,WAS,TE,42,13.0,0.31,0
2026,2,Kaytron Allen,WAS,RB,42,3.4,0.08,0
2026,2,Marcus Mariota,WAS,QB,42,18.9,0.45,0
2026,2,Rachaad White,WAS,RB,42,21.8,0.52,0
2026,2,Stefon Diggs,WAS,WR,42,21.4,0.51,0
2026,2,Terry McLaurin,WAS,WR,42,29.4,0.7,0
2026,2,Treylon Burks,WAS,WR,42,12.6,0.3,0
