article_id,source,headline,description,published,web_url,athlete_ids,team_ids,pulled_at
c9a2e806-8246-3147-b36c-d991bef1c9b6,yahoo_rss,"Bill Belichick and North Carolina blow big lead, lose 28-20 at Clemson","Bill Belichick appeared to be on the verge of his biggest win as North Carolina&#39;s head coach today at Clemson, but his team fell apart late in a 28-20 loss.","Sat, 19 Sep 2026 21:54:41 +0000",https://sports.yahoo.com/articles/bill-belichick-north-carolina-blow-215441054.html,,,2026-09-20T01:03:58Z
f76f06c0-291a-3a96-ab58-f1dc4c59977f,yahoo_rss,It is on Steichen and Anarumo to lift the Colts,"Win or Lose, the Colts have to have a good game.","Sat, 19 Sep 2026 21:54:32 +0000",https://sports.yahoo.com/articles/steichen-anarumo-lift-colts-215432999.html,,,2026-09-20T01:03:58Z
1464e7ec-dfaf-31c5-840c-bb6ae37bc580,yahoo_rss,The Wrinkle Game: Why Kevin O’Connell Needs to Get Creative vs. Chicago,"Vikings-Bears Week 2: Flores trusts rookies, Turner stars, Mason out, Wentz starts. Drew Bunting previews Soldier Field.","Sat, 19 Sep 2026 21:45:03 +0000",https://sports.yahoo.com/articles/wrinkle-game-why-kevin-o-214503288.html,,,2026-09-20T01:03:58Z
afb2cfa0-a32e-3e91-85f7-6e5ebf61e83d,yahoo_rss,NFL issues three fines for player safety fouls that count toward possible suspensions,The first week of the 2026 season featured three fouls that will count toward possible suspensions.,"Sat, 19 Sep 2026 21:44:21 +0000",https://sports.yahoo.com/articles/nfl-issues-three-fines-player-214421061.html,,,2026-09-20T01:03:58Z
f2d9c4e3-915d-3296-af99-3463629f9ee2,yahoo_rss,49ers promote DL to active roster after moving De’Zhaun Stribling to IR,The Niners officially moved their top draft pick to Injured Reserve.,"Sat, 19 Sep 2026 21:23:13 +0000",https://sports.yahoo.com/articles/49ers-promote-dl-active-roster-212313210.html,,,2026-09-20T01:03:58Z
51281225-3a17-3b09-8c58-9e4de404721e,yahoo_rss,"Recap: Boston College scrapes by Maine, 22-16","On Saturday afternoon, the Boston College football team faced off against the Maine Black Bears at Alumni Stadium for Week 3 of the 2026 regular season. The first possession already showed some fireworks when Boston College recovered a Maine fumble on the opening kickoff. But BC failed on their 4th down conversion in the first […]","Sat, 19 Sep 2026 21:22:38 +0000",https://sports.yahoo.com/articles/recap-boston-college-scrapes-maine-212238894.html,,,2026-09-20T01:03:58Z
21df291c-e273-35f8-8125-5e68282a19b0,yahoo_rss,NFL will no longer allow Patriots to use video board to confuse opposing kickers,The Patriots&#39; longstanding tactic of creating an optical illusion for the road team&#39;s kicker has been banned.,"Sat, 19 Sep 2026 21:18:36 +0000",https://sports.yahoo.com/articles/nfl-no-longer-allow-patriots-211836504.html,,,2026-09-20T01:03:58Z
8b209554-a74d-3941-ab38-2707c4252a33,yahoo_rss,Seahawks injury update: Anthony Bradford ruled out of Cardinals game,"Christian Haynes, welcome to the starting lineup.","Sat, 19 Sep 2026 21:11:30 +0000",https://sports.yahoo.com/articles/seahawks-injury-anthony-bradford-ruled-211130459.html,,,2026-09-20T01:03:58Z
19002a5e-6173-340d-9048-3004f4ab2c88,yahoo_rss,Eddy Pineiro will kick for 49ers against the Dolphins,Jake Tonges and Kyle Juszczyk were the 2 players from the 49ers that were fined,"Sat, 19 Sep 2026 21:08:29 +0000",https://sports.yahoo.com/articles/49ers-expected-eddy-pineiro-sunday-205329736.html,,,2026-09-20T01:03:58Z
c5705a8d-c72e-3ee6-8339-c04c99b84b9a,yahoo_rss,"Lukas Van Ness fined for hit on Carson Wentz, no fine for hit on Kyler Murray","Packers linebacker Lukas Van Ness was involved in the Week 1 play that ended with Vikings quarterback Kyler Murray suffering a concussion, but the only fine for a hit on a quarterback from that game stemmed from a different play.","Sat, 19 Sep 2026 21:00:48 +0000",https://sports.yahoo.com/articles/lukas-van-ness-fined-hit-210048634.html,,,2026-09-20T01:03:58Z
0cd18275-d828-3974-a3ef-4a83cb9b56ce,yahoo_rss,Ravens-Saints predictions: how will Baltimore adjust to injuries?,Scheming up the Ravens’ Week 2 matchup against the Saints.,"Sat, 19 Sep 2026 20:47:37 +0000",https://sports.yahoo.com/articles/ravens-saints-predictions-baltimore-adjust-204737334.html,,,2026-09-20T01:03:58Z
60dfca40-83a7-3c4d-bd36-95879ad703bb,yahoo_rss,"Vikings Elevate Kyle Van Noy, Dillon Bell from Practice Squad",Two moves before Sunday’s game,"Sat, 19 Sep 2026 20:46:34 +0000",https://sports.yahoo.com/articles/vikings-elevate-kyle-van-noy-204634731.html,,,2026-09-20T01:03:58Z
ee6c035f-38c5-36ec-867f-680f37b46d39,yahoo_rss,Chiefs elevate 2 practice squad players for ‘Sunday Night Football’,Kansas City is adding reinforcements for Sunday’s tilt against Indianapolis.,"Sat, 19 Sep 2026 20:45:00 +0000",https://sports.yahoo.com/articles/chiefs-elevate-2-practice-squad-204500393.html,,,2026-09-20T01:03:58Z
3d99abbe-f905-389d-b5cd-fc588333e7da,yahoo_rss,Eagles roster news: Maximus Pulley temporarily elevated for Titans game,Week 2 updates.,"Sat, 19 Sep 2026 20:42:10 +0000",https://sports.yahoo.com/articles/eagles-roster-news-maximus-pulley-204210394.html,,,2026-09-20T01:03:58Z
f73bc411-2c06-3eec-8a03-9c28c71792da,yahoo_rss,Lions RB Jahmyr Gibbs fined for Week 1 infraction vs. Saints,Jahmyr Gibbs was fined for a Week 1 plays vs. the Saints because of a rule implemented 2023.,"Sat, 19 Sep 2026 20:42:01 +0000",https://sports.yahoo.com/articles/lions-rb-jahmyr-gibbs-fined-204201770.html,,,2026-09-20T01:03:58Z
5350c3c4-2798-42b7-b8c3-376f9841d72f,yahoo_rss,"NFL injury tracker Week 2: Latest news, fantasy implications as Nico Collins (hamstring) won&#39;t play, Kyler Murray (concussion) ruled out, Puka Nacua (hip) questionable",Everything you need to know injury-wise for Week 2.,"Mon, 14 Sep 2026 16:07:58 +0000",https://sports.yahoo.com/fantasy/live/nfl-injury-tracker-week-2-latest-news-fantasy-implications-as-nico-collins-hamstring-wont-play-kyler-murray-concussion-ruled-out-puka-nacua-hip-questionable-160758503.html,,,2026-09-20T01:03:58Z
b8d2de57-a94b-3dd8-ae9e-af71cad21ac3,yahoo_rss,Cowboys vs Commanders: Writer predictions for Week 2,Do you think the Cowboys are going to take care of business this week?,"Sat, 19 Sep 2026 20:30:00 +0000",https://sports.yahoo.com/articles/cowboys-vs-commanders-writer-predictions-203000907.html,,,2026-09-20T01:03:58Z
98b1899c-4bfb-398e-929c-52604f448e73,yahoo_rss,Devon Witherspoon is the first Seahawks player fined in 2026 season. Here’s why.,Witherspoon finger-wagged and,"Sat, 19 Sep 2026 20:29:58 +0000",https://sports.yahoo.com/articles/devon-witherspoon-first-seahawks-player-202958691.html,,,2026-09-20T01:03:58Z
4a30b2b5-8fdb-34a0-bf33-ccaf0705b6ae,yahoo_rss,Georgia Tech beats Mercer 44-11,Jackets enter the win column,"Sat, 19 Sep 2026 20:29:49 +0000",https://sports.yahoo.com/articles/georgia-tech-beats-mercer-44-202949494.html,,,2026-09-20T01:03:58Z
63588aaf-3c50-39be-b722-be0bad709ee5,yahoo_rss,49ers TE Jake Tonges fined for leg whip on same play he tore his MCL,49ers tight end Jake Tonges&#39;s final play of the 2026 season was a painful one in more ways than one.,"Sat, 19 Sep 2026 20:28:55 +0000",https://sports.yahoo.com/articles/49ers-te-jake-tonges-fined-202855997.html,,,2026-09-20T01:03:58Z
5fda5ac0-2f9c-33f5-91ee-b669bb10f27f,yahoo_rss,"Giants-Rams injury report: Deonte Banks questionable, making CB a worry",Giants could be down another cornerback on Monday.,"Sat, 19 Sep 2026 20:24:16 +0000",https://sports.yahoo.com/articles/giants-rams-injury-report-deonte-202416311.html,,,2026-09-20T01:03:58Z
9ddd6447-ce74-3d10-8b7b-69996e308b05,yahoo_rss,Bengals News: Zac Taylor “Feels Good” about Joe Burrow,The Bengals head to Houston with a couple of questions.,"Sat, 19 Sep 2026 20:14:07 +0000",https://sports.yahoo.com/articles/bengals-news-zac-taylor-feels-201407005.html,,,2026-09-20T01:03:58Z
572ccb88-aa8d-3608-a3fd-de5eae33cd74,yahoo_rss,Patriots elevate punter Mitch Wishnowsky from practice squad on eve of Week 2,Sunday’s home opener against the Steelers is set for 1 p.m. ET.,"Sat, 19 Sep 2026 20:14:01 +0000",https://sports.yahoo.com/articles/patriots-elevate-punter-mitch-wishnowsky-201401276.html,,,2026-09-20T01:03:58Z
